번호,종목코드,기업명,업종코드,업종,상장주식수(주),자본금(원),액면가(원),통화구분,대표전화,주소,총카운트
964,039670,스포츠서울,105801,"서적, 잡지 및 기타 인쇄물 출판업","31,382,617","15,691,308,500","500",원(KRW),(02)2001-0072,서울특별시 영등포구 경인로 775, 1동 5층
(문래동3가, 에이스하이테크시티) ,2220
965,049830,승일,032509,기타 금속 가공제품 제조업,"6,132,112","3,066,056,000","500",원(KRW),032 -578 -1811,충청남도 천안시 서북구  직산읍 4산단1길 10 ,2220
966,020710,시공테크,137302,전문디자인업,"20,047,970","10,023,985,000","500",원(KRW),02-3438-0077,경기도 성남시 분당구 판교역로 225-20 시공빌딩,2220
967,033170,시그네틱스,032601,반도체 제조업,"85,728,319","42,864,159,500","500",원(KRW),031-940-7400,경기도 파주시 탄현면 평화로 711 ,2220
968,260870,시그넷이브이,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","4,757,601","2,378,800,500","500",원(KRW),070-4618-6057,전라남도 영광군 대마면 전기차로 49 ,2220
969,048870,시너지이노베이션,032701,의료용 기기 제조업,"56,813,951","28,406,975,500","500",원(KRW),02-2191-0716,"경기도 성남시 중원구 사기막골로 124 601호,602호, 603호, 604호, 605호, 606호, 607호(상대원동, 에스케이엔테크노파크 메가센터동)",2220
970,025320,시노펙스,032602,전자부품 제조업,"70,146,898","35,506,505,500","500",원(KRW),054 -289 -4021,경상북도 포항시 북구 청하면 동해대로2315번길 54-2 -,2220
971,134790,시디즈,033201,가구 제조업,"2,000,000","1,000,000,000","500",원(KRW),02-3400-6339,경기도 평택시 세교산단로 67-20 (주)시디즈,2220
972,269620,시스웍,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","18,000,000","1,800,000,000","100",원(KRW),042-932-4850,대전광역시 유성구 테크노7로 32-13(용산동) ,2220
973,131090,시큐브,105802,소프트웨어 개발 및 공급업,"36,000,000","3,600,000,000","100",원(KRW),02-2028-1200,"서울특별시 구로구  디지털로26길 111 JnK디지털타워 801,802,803호",2220
974,232830,시큐센,105802,소프트웨어 개발 및 공급업,"1,562,746","781,373,000","500",원(KRW),02-3497-6980,"서울특별시 서초구 반포대로 13, 2층(서초동, 아이티센빌딩) ",2220
975,016590,신대양제지,031702,"골판지, 종이 상자 및 종이용기 제조업","4,029,782","20,148,910,000","5,000",원(KRW),031-494-7911,경기도 안산시 단원구  목내로 29 ,2220
976,029530,신도리코,032603,컴퓨터 및 주변장치 제조업,"10,080,029","50,400,145,000","5,000",원(KRW),02-460-1114,서울특별시 성동구  성수이로24길 3 (주)신도리코,2220
977,004970,신라교역,010301,어로 어업,"16,000,000","8,000,000,000","500",원(KRW),02-3434-9900,서울특별시 송파구 백제고분로 362 신리빌딩,2220
978,001000,신라섬유,126801,부동산 임대 및 공급업,"24,277,540","2,427,754,000","100",원(KRW),053-960-1246,대구 동구 각산동 291-1 ,2220
979,025870,신라에스지,074603,음·식료품 및 담배 도매업,"4,000,000","2,000,000,000","500",원(KRW),02-416-0771,서울특별시 송파구  백제고분로 362 (석촌동) ,2220
980,215600,신라젠,137001,자연과학 및 공학 연구개발업,"69,692,033","34,846,016,500","500",원(KRW),02-368-2600,부산광역시 북구 효열로 111 부산지식산업센터 6층 ,2220
981,065350,신성델타테크,032805,가정용 기기 제조업,"22,088,547","11,044,273,500","500",원(KRW),055-260-1000,경상남도 창원시 성산구  공단로271번길 39 신성델타테크(주) ,2220
982,011930,신성이엔지,032601,반도체 제조업,"172,993,713","86,606,856,500","500",원(KRW),031-788-9500,경기도 성남시 분당구  대왕판교로395번길 8 (백현동 404-1) 신성솔라에너지,2220
983,005390,신성통상,074607,기타 전문 도매업,"143,708,390","71,854,195,000","500",원(KRW),02-3709-9000,서울특별시 강동구 풍성로63길 84(둔촌동) ,2220
984,004170,신세계,074701,종합 소매업,"9,845,181","49,225,905,000","5,000",원(KRW),02-727-1234,서울특별시 중구  소공로 63 (충무로1가) 신세계백화점건물 (주)신세계,2220
985,035510,신세계I&C,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","1,720,000","8,600,000,000","5,000",원(KRW),02-3397-1234,"서울특별시 중구 소공로 48 10층(회현로2가, 프라임타워)",2220
986,034300,신세계건설,064101,건물 건설업,"4,000,000","20,000,000,000","5,000",원(KRW),02-3406-6620,서울특별시 중구  장충단로 180 신세계건설 ,2220
987,031430,신세계인터내셔날,074704,"섬유, 의복, 신발 및 가죽제품 소매업","7,140,000","35,700,000,000","5,000",원(KRW),02-6979-1234,서울특별시 강남구 도산대로 449 -,2220
988,031440,신세계푸드,095601,음식점업,"3,872,480","19,362,400,000","5,000",원(KRW),02-3397-6000,"서울특별시 성동구 성수일로 56 성수동BY센터 4-7층(성수동2가, 백영 성수빌딩)",2220
989,006880,신송홀딩스,116409,기타 금융업,"11,828,858","5,914,429,000","500",원(KRW),027801400,서울특별시 영등포구 여의나루로 53-1 ,2220
990,056000,신스타임즈,105802,소프트웨어 개발 및 공급업,"14,016,600","7,008,300,000","500",원(KRW),02-557-9482,서울특별시 강남구  언주로 540 코원타워 ,2220
991,002800,신신제약,032102,의약품 제조업,"15,170,500","7,585,250,000","500",원(KRW),031-776-1111,경기도 안산시 단원구 범지기로141번길 90 ,2220
992,005800,신영와코루,031401,봉제의복 제조업,"900,000","4,500,000,000","5,000",원(KRW),02-818-5114,서울특별시 금천구  가산디지털1로 104 (주)신영와코루,2220
993,001720,신영증권,116601,금융 지원 서비스업,"9,386,237","82,200,000,000","5,000",원(KRW),02-2004-9000,"서울특별시 영등포구 국제금융로8길 16 (여의도동, 신영증권빌딩)",2220
994,009270,신원,031401,봉제의복 제조업,"76,738,152","38,414,446,000","500",원(KRW),02-3274-5000,서울특별시 마포구  독막로 328 신원빌딩,2220
995,017000,신원종합개발,064101,건물 건설업,"10,068,027","52,989,616,000","5,000",원(KRW),02-6908-7000,경기도 화성시  봉담읍 와우안길 109 103-213 ,2220
996,002700,신일산업,074605,기계장비 및 관련 물품 도매업,"71,047,521","35,523,760,500","500",원(KRW),02-6309-7800,충청남도 천안시 서북구 입장면 연곡길 308 -,2220
997,012790,신일제약,032102,의약품 제조업,"7,900,000","3,950,000,000","500",원(KRW),02-2211-6711,충북 충주시 앙성면 본평리 산 5-1 ,2220
998,138070,신진에스엠,032509,기타 금속 가공제품 제조업,"8,972,183","4,486,091,500","500",원(KRW),031-369-7400,전라북도 장수군  장계면 장무로 352-73 (주)신진에스엠장수공장 ,2220
999,019170,신풍제약,032102,의약품 제조업,"52,984,990","27,592,495,000","500",원(KRW),031-491-6191,경기도 안산시 단원구 원시로 7 ,2220
1000,002870,신풍제지,031701,"펄프, 종이 및 판지 제조업","34,958,700","17,479,350,000","500",원(KRW),02-2156-7521,경기도 평택시  고덕면 고덕로 144-32 신풍제지,2220
1001,005450,신한,064101,건물 건설업,"7,022,839","35,114,195,000","5,000",원(KRW),02-369-0001,경기도 성남시 중원구  산성대로 208 ,2220
1002,293940,신한알파리츠,126801,부동산 임대 및 공급업,"38,106,123","38,106,123,000","1,000",원(KRW),02-2158-7402,"서울특별시 종로구 종로 33 그랑서울, 18층 ",2220
1003,257730,신한제3호스팩,116601,금융 지원 서비스업,"3,505,000","350,500,000","100",원(KRW),02-3772-4073,서울특별시 영등포구 여의대로 70 신한금융투자빌딩 4층 &nbsp,2220
1004,277480,신한제4호스팩,116601,금융 지원 서비스업,"6,010,000","601,000,000","100",원(KRW),02-3772-4075,서울특별시 영등포구 여의대로 70 신한금융투자타워 ,2220
1005,055550,신한지주,116409,기타 금융업,"474,199,587","2,370,997,935,000","5,000",원(KRW),02-6360-3000,서울특별시 중구 세종대로9길 20 태평로2가,2220
1006,001770,신화실업,032401,1차 철강 제조업,"1,214,878","6,074,390,000","5,000",원(KRW),031-499-9922,"경기도 안산시 단원구  번영2로 31 (성곡동,시화4다706)",2220
1007,056700,신화인터텍,032202,플라스틱제품 제조업,"29,135,091","14,567,545,500","500",원(KRW),041-590-3300,충남 천안시 동남구 병천면 매봉로 308 ,2220
1008,187270,신화콘텍,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","10,143,845","5,071,922,500","500",원(KRW),031-432-1527,경기도 안양시 만안구 일직로94번길 3 (석수동),2220
1009,004080,신흥,074605,기계장비 및 관련 물품 도매업,"9,600,000","6,733,070,000","500",원(KRW),02-6366-2000,서울특별시 중구 청파로 450  (중림동) 신흥빌딩 8층 재경팀,2220
1010,243840,신흥에스이씨,032802,일차전지 및 축전지 제조업,"6,551,683","16,379,207,500","2,500",원(KRW),031-378-8141,경기도 오산시 양산로 48 &nbsp,2220
1011,108320,실리콘웍스,032601,반도체 제조업,"16,264,300","8,132,150,000","500",원(KRW),042-712-7700,대전광역시 유성구  테크노2로 222 ,2220
1012,222800,심텍,032602,전자부품 제조업,"22,752,959","11,376,479,500","500",원(KRW),043-269-9000,충청북도 청주시 흥덕구 산단로 73 &nbsp,2220
1013,036710,심텍홀딩스,116409,기타 금융업,"34,895,833","17,447,916,500","500",원(KRW),043-909-8000,충청북도 청주시 흥덕구 산단로 73 ,2220
1014,160980,싸이맥스,032902,특수 목적용 기계 제조업,"10,576,294","5,288,147,000","500",원(KRW),070-7732-5300,경기도 화성시 동탄면 동탄산단2길 47 (주)싸이맥스 ,2220
1015,102280,쌍방울,031401,봉제의복 제조업,"129,124,213","64,562,106,500","500",원(KRW),02-3485-6000,서울특별시 중구 퇴계로 390 - ,2220
1016,003410,쌍용양회공업,032303,"시멘트, 석회, 플라스터 및 그 제품 제조업","503,859,595","505,403,280,000","1,000",원(KRW),02-2270-5114,서울특별시 중구 수표로 34 씨티센터타워 7~9층,2220
1017,003620,쌍용자동차,033001,자동차용 엔진 및 자동차 제조업,"137,949,396","689,746,980,000","5,000",원(KRW),031-610-1114,경기도 평택시  동삭로 455-12 ,2220
1018,010280,쌍용정보통신,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","40,464,034","40,464,034,000","1,000",원(KRW),02-2262-8114,서울특별시 중구 수표로 34 씨티센터타워 5층,2220
1019,004770,써니전자,032601,반도체 제조업,"29,976,480","15,938,240,000","500",원(KRW),043-853-1760,충청북도 충주시  목행산단2로 59 ,2220
1020,217320,썬테크,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","1,050,000","525,000,000","500",원(KRW),061-721-2222,전라남도 순천시 해룡면 율촌산단4로 101 ,2220
1021,122800,썬텍,032403,금속 주조업,"35,153,085","3,515,308,500","100",원(KRW),02-2055-4051,서울특별시 영등포구 국제금융로2길 25 eusu홀딩스빌딩 12층 ,2220
1022,208640,썸에이지,105802,소프트웨어 개발 및 공급업,"76,020,529","7,602,052,900","100",원(KRW),070-4349-1330,경기도 성남시 분당구 판교로 242 판교디지털센터 에이동 302호(삼평동),2220
1023,222420,쎄노텍,032309,기타 비금속 광물제품 제조업,"39,183,915","3,918,391,500","100",원(KRW),055-584-9183,경상남도 함안군 대산면 옥렬1길 112 -,2220
1024,037760,쎄니트,032401,1차 철강 제조업,"33,832,921","16,916,460,500","500",원(KRW),02-598-1250,경상남도 의령군  의령읍 구룡로4남길 53 ,2220
1025,136510,쎄미시스코,032902,특수 목적용 기계 제조업,"5,400,000","2,700,000,000","500",원(KRW),031-237-3425,경기도 수원시 권선구  산업로 94 ,2220
1026,099320,쎄트렉아이,033103,"항공기,우주선 및 부품 제조업","3,659,990","1,829,995,000","500",원(KRW),042-365-7500,대전광역시 유성구  유성대로1628번길 21 (주)쎄트렉아이 ,2220
1027,049960,쎌바이오텍,032101,기초 의약물질 및 생물학적 제제 제조업,"9,400,000","4,700,000,000","500",원(KRW),031-987-6205-7,경기 김포시 월곶면 개곡리 134 ,2220
1028,050890,쏠리드,032604,통신 및 방송 장비 제조업,"38,397,659","19,198,829,500","500",원(KRW),031-627-6000,경기도 성남시 분당구 판교역로 220 쏠리드스페이스 ,2220
1029,066790,씨씨에스,106002,텔레비전 방송업,"85,564,335","42,782,167,500","500",원(KRW),043-850-7104,충북 충주시 용산동 35 ,2220
1030,222080,씨아이에스,032902,특수 목적용 기계 제조업,"53,624,705","5,362,470,500","100",원(KRW),053-593-1552,대구광역시 동구 팔공로47길 37 -,2220
1031,004920,씨아이테크,033309,그외 기타 제품 제조업,"47,737,390","23,868,695,000","500",원(KRW),02-410-9606,서울특별시 송파구 양재대로 932 가락몰 업무동 11층 동관,2220
1032,236030,씨알푸드,031006,"곡물가공품, 전분 및 전분제품 제조업","1,980,000","990,000,000","500",원(KRW),043-645-4100,충청북도 제천시 바이오밸리1로 85 ,2220
1033,103660,씨앗,032004,기타 화학제품 제조업,"3,517,480","1,758,740,000","500",원(KRW),062-940-7200,광주광역시 광산구 평동산단로169번길 40(월전동) ,2220
1034,245450,씨앤에스링크,032604,통신 및 방송 장비 제조업,"1,039,960","519,980,000","500",원(KRW),070-8786-6458,경기도 성남시 분당구 방아로16번길 11 메카텍빌딩 3층,2220
1035,264660,씨앤지하이테크,032902,특수 목적용 기계 제조업,"4,202,740","2,101,370,000","500",원(KRW),031-659-9803,경기도 안성시 원곡면 승량길 162 &nbsp,2220
1036,112610,씨에스윈드,032501,"구조용 금속제품, 탱크 및 증기발생기 제조업","17,285,715","8,642,857,500","500",원(KRW),041-901-1827,충청남도 천안시 서북구 동서대로 129-12 백석대학빌딩,2220
1037,115530,씨엔플러스,032602,전자부품 제조업,"37,074,205","3,707,420,500","100",원(KRW),032-813-0970,경기도 시흥시 시화벤처로 325 -,2220
1038,225330,씨엠에스에듀,168505,일반 교습 학원,"18,947,768","9,473,884,000","500",원(KRW),02-552-8500,"서울특별시 서초구 방배로 208 소암빌딩 2층,7층",2220
1039,115480,씨유메디칼,032701,의료용 기기 제조업,"15,890,979","7,945,489,500","500",원(KRW),033-747-7657,강원도 원주시  문막읍 동화공단로 130-1 ,2220
1040,189330,씨이랩,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","2,227,520","1,113,760,000","500",원(KRW),02-2039-3147,"서울특별시 강남구 논현로76길 94층 (역삼동,서울강남빌딩) ",2220
1041,096530,씨젠,032103,의료용품 및 기타 의약 관련제품 제조업,"26,234,020","13,117,010,000","500",원(KRW),02-2240-4036,서울특별시 송파구 오금로 91(방이동) 7층 ,2220
1042,900120,씨케이에이치,116409,기타 금융업,"110,404,457","5,520,223","0.05",미국달러(USD),86-1395-0486-047,"P.O Box 31119 Grand Pavilion, Hibiscus Way, 802 West Bay Road, Grand Cayman, KYI - 1205 Cyaman Islands -",2220
1043,101240,씨큐브,032001,기초 화학물질 제조업,"8,050,441","4,025,220,500","500",원(KRW),043-531-2500,충청북도 진천군  진천읍 성중로 144 시큐브 ,2220
1044,047920,씨트리,137001,자연과학 및 공학 연구개발업,"13,848,373","6,924,186,500","500",원(KRW),031-557-0001,경기도 남양주시 경강로 27 ,2220
1045,189540,씨티네트웍스,032604,통신 및 방송 장비 제조업,"2,415,990","1,207,995,000","500",원(KRW),041-742-0609,충청남도 논산시  연무읍 신화길 12 ,2220
1046,060590,씨티씨바이오,074604,생활용품 도매업,"17,625,133","8,812,566,500","500",원(KRW),070-4033-0200,서울특별시 송파구 중대로 296 삼보빌딩 6층 ,2220
1047,036170,씨티젠,032601,반도체 제조업,"26,254,825","26,254,825,000","1,000",원(KRW),031 -205 -5300,경기도 수원시 영통구 신원로 170 (신동) ,2220
1048,260930,씨티케이코스메틱스,032004,기타 화학제품 제조업,"10,122,151","5,061,075,500","500",원(KRW),031-698-4297,경기도 성남시 분당구 판교로255번길 9-22 우림W-CITY 416호 &nbsp,2220
1049,013990,아가방컴퍼니,074604,생활용품 도매업,"32,887,536","16,443,768,000","500",원(KRW),02-527-1300,서울특별시 강남구 테헤란로 207 아가방빌딩 ,2220
1050,123860,아나패스,032601,반도체 제조업,"10,127,700","5,063,850,000","500",원(KRW),02-6922-7400,"서울특별시 구로구 디지털로31길 61 신세계아이앤씨빌딩 6층, 7층",2220
1051,025980,아난티,189101,스포츠 서비스업,"82,320,915","8,232,091,500","100",원(KRW),02-6742-1500,충청북도 진천군  백곡면 배티로 818-105 ,2220
1052,008700,아남전자,032605,영상 및 음향기기 제조업,"77,124,820","38,562,410,000","500",원(KRW),02-6424-4700,서울특별시 구로구 디지털로27가길 27아남빌딩 ,2220
1053,058220,아리온,032604,통신 및 방송 장비 제조업,"88,240,563","17,648,112,600","200",원(KRW),031-361-3000,경기도 안양시 동안구 시민대로327번길 24 (관양동),2220
1054,090430,아모레퍼시픽,032004,기타 화학제품 제조업,"58,458,490","34,508,160,000","500",원(KRW),02-6040-5114,서울특별시 용산구 한강대로 100 (한강로2가) ,2220
1055,002790,아모레퍼시픽그룹,116409,기타 금융업,"82,458,180","44,450,975,000","500",원(KRW),02-6040-5114,서울특별시 용산구 한강대로 100 (한강로2가) ,2220
1056,052710,아모텍,032602,전자부품 제조업,"9,743,406","4,871,703,000","500",원(KRW),(031)989-0506,인천 남동구 남촌동 617 남동공단 5블럭 1롯트 ,2220
1057,074430,아미노로직스,074607,기타 전문 도매업,"87,826,844","8,782,684,400","100",원(KRW),02-761-4570,서울특별시 강남구 역삼로 151 삼오빌딩3층 301호 ,2220
1058,092040,아미코젠,031007,기타 식품 제조업,"19,191,510","9,595,755,000","500",원(KRW),055-759-6161,경상남도 진주시 진성면 동부로1259번길 64 ,2220
1059,083930,아바코,032902,특수 목적용 기계 제조업,"15,996,505","7,998,252,500","500",원(KRW),053-583-8150,대구 달서구 월암동 1107번지 ,2220
1060,149950,아바텍,032602,전자부품 제조업,"15,607,500","8,153,750,000","500",원(KRW),053-592-4060,대구광역시 달서구 달서대로 85길 100 ,2220
1061,036010,아비코전자,032602,전자부품 제조업,"13,292,934","6,896,467,000","500",원(KRW),031-730-5114,경기도 성남시 중원구  둔촌대로388번길 31 ,2220
1062,002030,아세아,137105,회사 본부 및 경영 컨설팅 서비스업,"2,191,024","10,955,120,000","5,000",원(KRW),02-527-6582,서울특별시 강남구  논현로 430 아세아타워빌딩 14층,2220
1063,183190,아세아시멘트,032303,"시멘트, 석회, 플라스터 및 그 제품 제조업","3,895,809","19,479,045,000","5,000",원(KRW),02-527-6582,서울 강남구 역삼2동 726 아세아타워빌딩 14층 ,2220
1064,002310,아세아제지,031702,"골판지, 종이 상자 및 종이용기 제조업","8,956,502","44,782,510,000","5,000",원(KRW),02-527-6882,서울특별시 강남구  논현로 430 ,2220
1065,050860,아세아텍,032902,특수 목적용 기계 제조업,"17,500,000","8,750,000,000","500",원(KRW),0535807777,대구 달성군 유가면 금리 168,2220
1066,246720,아스타,032103,의료용품 및 기타 의약 관련제품 제조업,"11,482,523","5,741,261,500","500",원(KRW),031-888-9596,"경기도 수원시 영통구 광교로 145, 11층(이의동, 차세대융합기술연구원 에이동) ",2220
1067,067390,아스트,033103,"항공기,우주선 및 부품 제조업","15,715,097","8,109,548,500","500",원(KRW),055-851-7000,경상남도 사천시 사남면 공단1로 23-65 &nbsp,2220
1068,127710,아시아경제,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","25,244,030","12,622,015,000","500",원(KRW),02-2200-2197,"서울특별시 중구 충무로 29 아시아미디어타워 10층,11층 &nbsp",2220
1069,020560,아시아나항공,085101,항공 여객 운송업,"205,235,294","1,026,176,470,000","5,000",원(KRW),02-2669-3114,서울특별시 강서구  오정로 443-83 ,2220
1070,154030,아시아종묘,010101,작물 재배업,"9,215,539","4,607,769,500","500",원(KRW),02-449-9161,"서울특별시 송파구 송파대로 167 B동 5층 513-1호 (문정동, 문정역 테라타워)",2220
1071,227610,아우딘퓨쳐스,032004,기타 화학제품 제조업,"10,000,000","5,000,000,000","500",원(KRW),02-571-2432,"서울특별시 강남구 테헤란로 508 해성2빌딩 (대치동, 해성2빌딩 15층) ",2220
1072,143160,아이디스,032604,통신 및 방송 장비 제조업,"10,716,390","5,358,195,000","500",원(KRW),031-723-5425,대전 유성구 관평동 1301,2220
1073,054800,아이디스홀딩스,137106,기타 전문 서비스업,"10,347,756","5,173,878,000","500",원(KRW),042-933-9677,대전 유성구 관평동 1301 ,2220
1074,060570,아이리버,032605,영상 및 음향기기 제조업,"55,558,279","27,779,139,500","500",원(KRW),(02)3019-1700,서울특별시 서초구  방배로18길 5 BH빌딩 ,2220
1075,122900,아이마켓코리아,074608,상품 종합 도매업,"35,943,340","18,166,670,000","500",원(KRW),02-3708-5678,서울특별시 강남구 삼성로 512 삼성동빌딩 16층,2220
1076,099190,아이센스,032701,의료용 기기 제조업,"13,737,238","6,868,619,000","500",원(KRW),02-916-6191,서울특별시 서초구 반포대로28길 43 아이센스 빌딩,2220
1077,214430,아이쓰리시스템,032602,전자부품 제조업,"7,106,760","3,580,660,000","500",원(KRW),070-4162-0781,대전광역시 유성구 테크노5로 69 ,2220
1078,040910,아이씨디,032902,특수 목적용 기계 제조업,"16,666,497","8,333,248,500","500",원(KRW),031-678-3333,경기도 안성시  대덕면 만세로 274 ,2220
1079,068940,아이씨케이,032602,전자부품 제조업,"31,179,722","6,235,944,400","200",원(KRW),053-592-3433,대구광역시 달서구  호산동로7길 17 ,2220
1080,052860,아이앤씨,032601,반도체 제조업,"15,789,538","7,894,769,000","500",원(KRW),031-696-3300,경기도 성남시 분당구 판교로255번길 24 ,2220
1081,010780,아이에스동서,032302,"내화, 비내화 요업제품 제조업","30,827,912","15,413,956,000","500",원(KRW),02-3218-6701,서울특별시 강남구  영동대로 741 ,2220
1082,069920,아이에스이커머스,074709,무점포 소매업,"25,514,093","12,757,046,500","500",원(KRW),02-2191-3500,"서울특별시 강남구 영동대로 648 (삼성동,삼안빌딩 5층)",2220
1083,038880,아이에이,032602,전자부품 제조업,"41,288,060","20,644,030,000","500",원(KRW),02  -3015-1300,서울특별시 송파구  송파대로22길 5-23  ,2220
1084,003560,아이에이치큐,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","146,235,748","73,117,874,000","500",원(KRW),02-6005-6000,서울특별시 강남구 선릉로 629 싸이더스HQ타워,2220
1085,079440,아이엔지생명,116501,보험업,"82,000,000","82,000,000,000","1,000",원(KRW),02-2020-8382,"서울특별시 중구 세종대로7길 37(순화동, 아이엔지센터) ",2220
1086,101390,아이엠,032602,전자부품 제조업,"37,572,009","18,786,004,500","500",원(KRW),031-231-3114,경기도 화성시  삼성1로3길 19 ,2220
1087,226350,아이엠텍,032602,전자부품 제조업,"20,475,026","10,237,513,000","500",원(KRW),031-8071-2581,경기도 파주시 월롱면 엘지로 274-43 &nbsp,2220
1088,078860,아이오케이,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","39,747,667","19,873,833,500","500",원(KRW),02-2204-3000,서울특별시 강남구 도산대로 312 덕승빌딩 6층,2220
1089,114810,아이원스,032902,특수 목적용 기계 제조업,"13,415,919","6,707,959,500","500",원(KRW),031-238-7785,경기도 안성시 고삼면 안성대로 2061 (가유리 777-1),2220
1090,031310,아이즈비전,106102,전기 통신업,"15,772,574","7,886,287,000","500",원(KRW),02-6330-5051,서울특별시 영등포구  여의공원로 101 여의도동 CCMM빌딩 7층 701호702호,2220
1091,185490,아이진,137001,자연과학 및 공학 연구개발업,"10,993,092","5,496,546,000","500",원(KRW),02-322-1687,"서울특별시 강서구 양천로 401 B동 910호 (가양동, 강서한강자이타워) &nbsp",2220
1092,059100,아이컴포넌트,032602,전자부품 제조업,"7,070,860","3,535,430,000","500",원(KRW),031-719-4316,경기도 평택시 팽성읍 추팔산단1길 23 ,2220
1093,149010,아이케이세미콘,032601,반도체 제조업,"3,120,000","1,560,000,000","500",원(KRW),02-3153-7090,"서울특별시 마포구 성암로 179 8층 (상암동,한샘상암)",2220
1094,175250,아이큐어,032102,의약품 제조업,"6,123,518","3,061,759,000","500",원(KRW),02-6959-6909,서울특별시 서초구 사임당로1길 7 세현빌딩 1층 &nbsp,2220
1095,052460,아이크래프트,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","8,053,968","4,026,984,000","500",원(KRW),(02)541-0474,서울특별시 강남구  언주로 726 두산빌딩 12층,2220
1096,119830,아이텍반도체,137309,"그외 기타 전문, 과학 및 기술 서비스업","6,381,046","3,190,523,000","500",원(KRW),031-436-2302,경기도 화성시 동탄면 동탄산단4길 9-15 -,2220
1097,124500,아이티센,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","15,700,682","7,850,341,000","500",원(KRW),02-3497-8300,서울특별시 서초구 반포대로13 아이티센빌딩 ,2220
1098,033660,아주캐피탈,116409,기타 금융업,"57,545,890","287,729,450,000","5,000",원(KRW),02-2017-5400,대전광역시 서구 대덕대로 239 ,2220
1099,032080,아즈텍WB,031304,"섬유제품 염색, 정리 및 마무리 가공업","20,916,684","10,458,342,000","500",원(KRW),051 -202 -3101,부산광역시 사하구 하신번영로 99 ,2220
1100,013310,아진산업,033003,자동차 신품 부품 제조업,"29,732,585","14,866,292,500","500",원(KRW),053-856-9100,경상북도 경산시 진량읍 공단8로26길 40 &nbsp,2220
1101,059120,아진엑스텍,032601,반도체 제조업,"6,945,915","3,472,957,500","500",원(KRW),053-593-3700,대구광역시 달서구 성서공단로11길 27 &nbsp,2220
1102,066410,아컴스튜디오,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","62,235,903","31,117,951,500","500",원(KRW),(02)3452-5079,서울특별시 강남구  논현로75길 10 영창빌딩 5층,2220
1103,023890,아트라스BX,032802,일차전지 및 축전지 제조업,"9,150,000","9,150,000,000","1,000",원(KRW),042-620-4262,대전광역시 대덕구  대전로1331번길 185 아트라스비엑스 ,2220
1104,101140,아티스,074604,생활용품 도매업,"23,641,211","11,820,605,500","500",원(KRW),031-420-4900,"경기도 평택시 통미로 23 (합정동,1층)",2220
1105,067160,아프리카TV,105802,소프트웨어 개발 및 공급업,"11,494,767","5,747,383,500","500",원(KRW),031-622-8380,"경기도 성남시 분당구  판교로228번길 15 판교7벤처밸리3 1단지 2동 201, 901호",2220
1106,001540,안국약품,032102,의약품 제조업,"13,042,420","6,521,210,000","500",원(KRW),02  -3289-4221,서울 영등포구 대림동 993-75 ,2220
1107,053800,안랩,105802,소프트웨어 개발 및 공급업,"10,013,855","5,182,644,500","500",원(KRW),031-722-8000,경기도 성남시 분당구  판교역로 220  ,2220
1108,251280,안지오랩,137001,자연과학 및 공학 연구개발업,"1,805,914","902,957,000","500",원(KRW),042-867-5785,대전광역시 유성구 테크노3로 65 ,2220
1109,065660,안트로젠,032101,기초 의약물질 및 생물학적 제제 제조업,"7,953,631","3,976,815,500","500",원(KRW),02-2104-0391,"서울특별시 금천구 디지털로 130, 405호(가산동, 남성플라자) &nbsp",2220
1110,271400,알로이스,032604,통신 및 방송 장비 제조업,"2,332,000","1,166,000,000","500",원(KRW),07086805501,경기도 성남시 중원구 양현로405번길 4-5 3층 ,2220
1111,001780,알루코,032402,1차 비철금속 제조업,"74,524,102","37,262,051,000","500",원(KRW),042-605-8300,대전광역시 대덕구  대화로119번길 31 ,2220
1112,260660,알리코제약,032103,의료용품 및 기타 의약 관련제품 제조업,"9,595,575","4,797,787,500","500",원(KRW),02-585-0004,서울특별시 서초구 바우뫼로27길 7-21 (양재동),2220
1113,002250,알보젠코리아,032102,의약품 제조업,"11,857,922","59,289,610,000","5,000",원(KRW),02-2047-7712,"서울특별시 영등포구 국제금융로10, 13층(여의도동, 서울국제금융센터 투 아이에프씨동) ",2220
1114,106080,알비케이이엠디,032602,전자부품 제조업,"103,228,420","20,645,684,000","200",원(KRW),031-8040-0500,경기도 안산시 상록구  해안로 705 경기테크노파크 RIT센터 5층,2220
