번호,종목코드,기업명,업종코드,업종,상장주식수(주),자본금(원),액면가(원),통화구분,대표전화,주소,총카운트
623,041440,에버다임,032902,특수 목적용 기계 제조업,"17,915,944","8,957,972,000","500",원(KRW),(043)530-3300,충청북도 진천군  진천읍 부영길 49 ,1281
624,038680,에스넷,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","16,075,215","8,037,607,500","500",원(KRW),02  -3469-2939,서울특별시 강남구 선릉로 514 성원빌딩 ,1281
625,217480,에스디생명공학,032004,기타 화학제품 제조업,"22,415,066","11,207,533,000","500",원(KRW),02-583-1846,서울특별시 강서구 공항대로61길 29 C동 301호 &nbsp,1281
626,121890,에스디시스템,032602,전자부품 제조업,"8,762,678","4,381,339,000","500",원(KRW),070-8299-5926,"경기도 성남시 중원구  갈마치로244번길 31 613(상대원동, 현대아이밸리)",1281
627,030270,에스마크,031301,방적 및 가공사 제조업,"151,254,026","75,627,013,000","500",원(KRW),02  -757 -9171,충청북도 충주시  가주농공2길 21 ,1281
628,097780,에스맥,032604,통신 및 방송 장비 제조업,"220,938,274","44,187,654,800","200",원(KRW),031-895-2100,경기도 평택시 산단로 241- ,1281
629,073070,에스모,033003,자동차 신품 부품 제조업,"87,508,375","8,750,837,500","100",원(KRW),052-259-8331,울산 울주군 웅촌면 대대리 1644-295 ,1281
630,042110,에스씨디,032805,가정용 기기 제조업,"48,329,564","24,164,782,000","500",원(KRW),031 -329 -5555,경기도 용인시 처인구  남사면 형제로17번길 21 ,1281
631,065420,에스아이리소스,020501,석탄 광업,"52,830,995","5,283,099,500","100",원(KRW),02-780-2388,서울특별시 영등포구 여의공원로 111 1005호 ,1281
632,103230,에스앤더블류,032901,일반 목적용 기계 제조업,"7,200,000","3,600,000,000","500",원(KRW),051-205-7411,부산광역시 사하구  다대로170번길 29 ,1281
633,900080,에스앤씨엔진그룹,116409,기타 금융업,"115,239,670","614,682,404","0",중국위안(CNY),852-2940-7730,"ROOM 01, 21/F, PROSPER COMMERCIAL BUILDING，9 YIN CHONG STREET, KOWLOON, H.K ",1281
634,101490,에스앤에스텍,032602,전자부품 제조업,"19,735,331","9,867,665,500","500",원(KRW),053-589-1600,대구광역시 달서구  호산동로 42 ,1281
635,095910,에스에너지,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","13,277,867","6,638,933,500","500",원(KRW),070-4339-7100,"경기도 성남시 분당구 판교역로241번길 20 (삼평동, 미래에셋타워 3층)",1281
636,275630,에스에스알,105802,소프트웨어 개발 및 공급업,"5,662,567","2,831,283,500","500",원(KRW),02-6959-0129,"서울특별시 구로구 디지털로26길 111, 1606,1607,1608호 (구로동, 제이앤케이디지털타워) ",1281
637,031330,에스에이엠티,074605,기계장비 및 관련 물품 도매업,"99,995,067","49,997,533,500","500",원(KRW),02-3458-9000,서울특별시 강남구  영동대로 315 대경빌딩 ,1281
638,060540,에스에이티,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","26,133,306","13,066,653,000","500",원(KRW),031-450-1400,"경기도 군포시  엘에스로 175 (산본동, 에스에이타워7층)",1281
639,112240,에스에프씨,032202,플라스틱제품 제조업,"43,981,834","21,990,917,000","500",원(KRW),041-640-0001,충청남도 홍성군  구항면 내포로 682 주식회사 에스에프씨,1281
640,056190,에스에프에이,032902,특수 목적용 기계 제조업,"35,908,760","17,954,380,000","500",원(KRW),031-379-1793,경기도 화성시 동탄면 영천로 38 ,1281
641,080000,에스엔유,032902,특수 목적용 기계 제조업,"34,322,870","17,161,435,000","500",원(KRW),041-536-1500,충청남도 아산시 둔포면 아산밸리남로 124 ,1281
642,160600,에스엔텍,032902,특수 목적용 기계 제조업,"11,755,065","5,877,532,500","500",원(KRW),031-299-3888,경기도 수원시 권선구 산업로155번길 187 (고색동) ,1281
643,263920,에스엔피월드,033309,그외 기타 제품 제조업,"7,876,580","3,938,290,000","500",원(KRW),032-584-0789,인천광역시 서구 원적로7번길 29 (주)에스엔피월드 ,1281
644,041510,에스엠,105902,오디오물 출판 및 원판 녹음업,"22,801,301","11,400,650,500","500",원(KRW),02-6240-9817,서울특별시 강남구  압구정로 423 캠브리지연립주택 (주)에스엠엔터테인먼트,1281
645,007820,에스엠코어,032901,일반 목적용 기계 제조업,"20,000,000","10,000,000,000","500",원(KRW),02-2090-9273,서울특별시 마포구  마포대로 20 다보빌딩 ,1281
646,109610,에스와이패널,032501,"구조용 금속제품, 탱크 및 증기발생기 제조업","24,949,328","12,474,664,000","500",원(KRW),031-222-4028,서울특별시 강남구 논현로81길 3 (역삼동) 보성빌딩,1281
647,080440,에스제이케이,033003,자동차 신품 부품 제조업,"35,981,654","17,990,827,000","500",원(KRW),02-2106-2309,서울특별시 금천구 벚꽃로 278 SJ테크노빌 205호,1281
648,096630,에스코넥,032604,통신 및 방송 장비 제조업,"65,265,724","13,053,144,800","200",원(KRW),031-799-0700,경기도 광주시  오포읍 마루들길172번길 30 ,1281
649,069510,에스텍,032605,영상 및 음향기기 제조업,"10,910,000","5,455,000,000","500",원(KRW),(055)370-2200,경상남도 양산시  유산공단9길 22 ,1281
650,041910,에스텍파마,032102,의약품 제조업,"11,898,263","5,949,131,500","500",원(KRW),031-831-4800,경기도 화성시 향남읍 발안공단로 25 ,1281
651,234300,에스트래픽,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","11,921,180","5,960,590,000","500",원(KRW),031-601-3500,경기도 성남시 분당구 판교로 338(삼평동) ,1281
652,039440,에스티아이,032902,특수 목적용 기계 제조업,"15,830,000","7,915,000,000","500",원(KRW),031-653-4380,경기도 안성시 공도읍 봉기길 1 ,1281
653,098660,에스티오,031401,봉제의복 제조업,"8,455,144","4,227,572,000","500",원(KRW),02-2093-2500,"서울특별시 강서구  양천로 583 우림블루나인 (염창동, 우림블루나인비즈니스센터비동 15층)",1281
654,052020,에스티큐브,032602,전자부품 제조업,"26,710,641","13,355,320,500","500",원(KRW),02-551-3370,"서울특별시 강남구  영동대로 511 2201(삼성동, 무역센터 트레이드타워)",1281
655,237690,에스티팜,032102,의약품 제조업,"18,656,000","9,328,000,000","500",원(KRW),02-527-6300,"경기도 시흥시 협력로 231(정왕동, 시화공단 1나 802호) &nbsp",1281
656,050760,에스폴리텍,032202,플라스틱제품 제조업,"16,334,678","8,167,339,000","500",원(KRW),043-536-9191,충청북도 진천군  덕산면 한삼로 275 에스폴리텍 ,1281
657,058610,에스피지,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","20,876,975","10,438,487,500","500",원(KRW),(032)820-8200,"인천광역시 남동구  청능대로289번길 45 (고잔동, 남동공단 67B12L)",1281
658,043340,에쎈테크,032901,일반 목적용 기계 제조업,"72,000,000","36,000,000,000","500",원(KRW),032 -818 -7863,인천광역시 남동구 남동서로 315 (남촌동),1281
659,054630,에이디칩스,033309,그외 기타 제품 제조업,"24,692,169","12,346,084,500","500",원(KRW),(031)463-7500,"경기도 안양시 동안구  학의로 282, A동 22층(관양동, 금강펜테리움IT타워) ",1281
660,200710,에이디테크놀로지,032601,반도체 제조업,"9,245,328","4,917,422,500","500",원(KRW),031-776-7575,"경기도 성남시 분당구 대왕판교로644번길 49801호(삼평동, 디티씨타워) ",1281
661,003800,에이스침대,033201,가구 제조업,"2,218,000","11,090,000,000","5,000",원(KRW),043 -877 -1881,경기도 성남시 중원구 사기막골로105번길 42 ,1281
662,088800,에이스테크,032604,통신 및 방송 장비 제조업,"32,252,378","16,126,189,000","500",원(KRW),032)458-1975,"인천광역시 남동구  남동서로 237 (논현동,남동공단 24B 5L)",1281
663,138360,에이씨티,032004,기타 화학제품 제조업,"20,822,921","10,411,460,500","500",원(KRW),031-695-8233,충청북도 음성군 삼성면 하이텍산단로 62 ,1281
664,039230,에이아이비트,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","52,553,316","26,276,658,000","500",원(KRW),02-3282-7026,"서울특별시 금천구 디지털로9길 99 309호(가산동, 스타밸리)",1281
665,050320,에이앤티앤,074605,기계장비 및 관련 물품 도매업,"22,661,761","2,266,176,100","100",원(KRW),02-3443-5811,서울특별시 금천구 가산디지털1로 151 이노플렉스 1차 706호 ,1281
666,072990,에이치시티,137209,기타 과학기술 서비스업,"4,579,934","2,289,967,000","500",원(KRW),031-645-6300,경기도 이천시 마장면 서이천로578번길 74 &nbsp,1281
667,176440,에이치엔티,032602,전자부품 제조업,"13,402,200","6,701,100,000","500",원(KRW),031-739-7897,"경기도 성남시 분당구 판교로 323(삼평동, 벤처포럼빌딩7층) &nbsp",1281
668,028300,에이치엘비,033101,선박 및 보트 건조업,"38,319,927","19,159,963,500","500",원(KRW),02-3453-4414,울산광역시 울주군  온산읍 당월로 216-53 ,1281
669,067630,에이치엘비생명과학,137201,"건축기술, 엔지니어링 및 관련 기술 서비스업","27,268,625","13,634,312,500","500",원(KRW),02-2627-6700,"경기도 성남시 분당구 판교로228번길 15 3동 502호(삼평동, 판교세븐벤처밸리 1단지) ",1281
670,043220,에이치엘비파워,074608,상품 종합 도매업,"59,518,864","29,759,432,000","500",원(KRW),02-544-3301,"서울특별시 강남구 도산대로 333 9층(신사동, 케이플러스타워) ",1281
671,239610,에이치엘사이언스,031007,기타 식품 제조업,"5,142,148","2,571,074,000","500",원(KRW),031-421-9903,경기도 화성시 봉담읍 동산재길 36 ,1281
672,226340,에이치엠씨3호스팩,116601,금융 지원 서비스업,"6,500,000","650,000,000","100",원(KRW),02-3787-2429,서울특별시 영등포구 국제금융로2길 32 &nbsp,1281
673,044780,에이치케이,032902,특수 목적용 기계 제조업,"18,455,787","9,227,893,500","500",원(KRW),031-350-2800,경기도 화성시 양감면 사릅재길 117 ,1281
674,033600,에이코넬,033003,자동차 신품 부품 제조업,"11,887,296","5,943,648,000","500",원(KRW),031 -660 -9900,경기도 평택시  산단로 255 ,1281
675,071670,에이테크솔루션,032902,특수 목적용 기계 제조업,"10,000,000","5,000,000,000","500",원(KRW),031-350-8167,경기도 화성시  정남면 가장로 277 ,1281
676,045660,에이텍,032603,컴퓨터 및 주변장치 제조업,"8,260,000","4,130,000,000","500",원(KRW),031-698-8800,"경기도 성남시 분당구 판교로 289 (삼평동, 에이텍빌딩) ",1281
677,224110,에이텍티앤,032604,통신 및 방송 장비 제조업,"5,340,000","2,670,000,000","500",원(KRW),031-698-8743,"경기도 성남시 분당구 판교로 289 (삼평동, 에이텍빌딩) ",1281
678,021080,에이티넘인베스트,116402,신탁업 및 집합투자업,"48,000,000","24,000,000,000","500",원(KRW),02  -555 -0781,서울 강남구 삼성동 168-26 제일빌딩 2층 ,1281
679,089530,에이티세미콘,032601,반도체 제조업,"66,353,178","33,176,589,000","500",원(KRW),031-645-7534,경기도 이천시 마장면 서이천로 138 - ,1281
680,182400,에이티젠,032101,기초 의약물질 및 생물학적 제제 제조업,"24,705,245","12,352,622,500","500",원(KRW),031-603-9217,"경기도 성남시 분당구 돌마로 172 정자동, 헬스케어혁신파크 1층및6층 ",1281
681,109960,에이프로젠 H&G,032604,통신 및 방송 장비 제조업,"178,695,217","89,347,608,500","500",원(KRW),031-782-3422,경기도 성남시 중원구 둔촌대로 545 한라시그마밸리 B1(지하1층) ,1281
682,089970,에이피티씨,032902,특수 목적용 기계 제조업,"23,234,595","2,323,459,500","100",원(KRW),031-645-1000,경기도 이천시 마장면 서이천로 58-47 ,1281
683,214870,에치디프로,032604,통신 및 방송 장비 제조업,"14,555,408","7,277,704,000","500",원(KRW),032-683-7903,경기도 부천시 오정구 신흥로362번길 23 (내동) ,1281
684,064510,에코마이스터,032902,특수 목적용 기계 제조업,"12,659,207","6,329,603,500","500",원(KRW),032-576-0501,인천광역시 서구 정서진로 117 &nbsp,1281
685,230360,에코마케팅,137103,광고업,"16,198,937","1,619,893,700","100",원(KRW),02-2182-1100,"서울특별시 강남구 학동로 343 14층(논현동, 포바강남타워)",1281
686,038870,에코바이오,147401,사업시설 유지·관리 서비스업,"11,527,492","5,763,746,000","500",원(KRW),02-3483-2900,서울 서초구 서초동 1302-7 토탈에코빌딩 ,1281
687,086520,에코프로,032004,기타 화학제품 제조업,"22,090,191","11,045,095,500","500",원(KRW),043-240-7700,충청북도 청주시 청원구 오창읍 과학산업2로 587-40 주식회사 에코프로 ,1281
688,038110,에코플라스틱,033003,자동차 신품 부품 제조업,"25,669,370","12,834,685,000","500",원(KRW),054-770-3255,경상북도 경주시  공단로69번길 30 에코플라스틱(주) ,1281
689,073540,에프알텍,032604,통신 및 방송 장비 제조업,"11,400,000","5,700,000,000","500",원(KRW),031-470-1515,"경기도 안양시 동안구 시민대로327번길 11-25 (관양동,에프알텍타워)",1281
690,064090,에프앤리퍼블릭,074608,상품 종합 도매업,"58,547,793","29,273,896,500","500",원(KRW),032-326-8052,서울특별시 강남구 봉은사로 214 8F(역삼동),1281
691,036810,에프에스티,032602,전자부품 제조업,"20,233,814","10,116,907,000","500",원(KRW),031-370-0700,경기도 화성시 동탄면 동탄산단6길 15-23 에프에스티,1281
692,173940,에프엔씨엔터,105902,오디오물 출판 및 원판 녹음업,"14,364,880","7,182,440,000","500",원(KRW),070-4659-2584,서울시 강남구 청담동 111 ,1281
693,083500,에프엔에스테크,032902,특수 목적용 기계 제조업,"7,015,485","3,507,742,500","500",원(KRW),041-584-4460,충청남도 천안시 서북구 직산읍 4산단2길 19 ,1281
694,065160,에프티이앤이,032005,화학섬유 제조업,"67,990,951","33,995,475,500","500",원(KRW),02-3489-3300,서울특별시 서초구 효령로 23-1 ,1281
695,054940,엑사이엔씨,064204,실내건축 및 건축마무리 공사업,"33,173,548","16,586,774,000","500",원(KRW),(02) 3289-5100,서울특별시 구로구  디지털로 288 ,1281
696,950130,엑세스바이오,032103,의료용품 및 기타 의약 관련제품 제조업,"27,064,930","0","0",미국달러(USD),1-732-873-4040,"65 Clyde Road Suite A Somerset NJ 08873, USA ",1281
697,205100,엑셈,105802,소프트웨어 개발 및 공급업,"33,249,362","3,324,936,200","100",원(KRW),02-6203-6300,"서울특별시 강서구 양천로 583 에이동 1208호(염창동, 우림비즈니스센터)",1281
698,092870,엑시콘,032902,특수 목적용 기계 제조업,"8,883,500","4,441,750,000","500",원(KRW),031-696-3100,"경기도 성남시 분당구 판교로 255번길 28, 7층(삼평동, 디에이치케이솔루션빌딩) &nbsp",1281
699,067570,엔브이에이치코리아,033003,자동차 신품 부품 제조업,"28,722,222","14,361,111,000","500",원(KRW),054-779-1822,울산광역시 북구 모듈화산업로 207-14엔브이에이치코리아(주) ,1281
700,101400,엔시트론,032601,반도체 제조업,"101,638,383","10,163,838,300","100",원(KRW),02-6340-1000,"경기도 성남시 분당구 판교로255번길 35 (삼평동, 실리콘파크 A동 8층)",1281
701,217820,엔에스,032902,특수 목적용 기계 제조업,"4,900,000","2,450,000,000","500",원(KRW),043-218-7056,충청북도 청주시 청원구 오창읍 각리1길 27 ,1281
702,031860,엔에스엔,074608,상품 종합 도매업,"20,588,344","10,294,172,000","500",원(KRW),02-2106-5417,"서울특별시 강남구 삼성로100길 24-2 601호(삼성동, 오트리스빌딩2) ",1281
703,256630,엔에이치스팩10호,116601,금융 지원 서비스업,"7,000,000","700,000,000","100",원(KRW),02-750-5546,서울특별시 영등포구 여의대로 60 &nbsp,1281
704,256840,엔에이치스팩11호,116601,금융 지원 서비스업,"6,830,000","683,000,000","100",원(KRW),02-750-5546,"서울특별시 영등포구 여의대로 60 (여의도동, 8층) ",1281
705,273060,엔에이치스팩12호,116601,금융 지원 서비스업,"7,510,000","751,000,000","100",원(KRW),02-750-5519,서울특별시 영등포구 여의대로 60 &nbsp,1281
706,208860,엔지스테크널러지,105802,소프트웨어 개발 및 공급업,"3,127,180","1,563,590,000","500",원(KRW),02-1522-9060,서울특별시 성동구 아차산로 49 서울숲코오롱디지털타워 3차 10층 ,1281
707,183490,엔지켐생명과학,032101,기초 의약물질 및 생물학적 제제 제조업,"7,677,732","3,838,866,000","500",원(KRW),043-652-2845,충청북도 제천시 바이오밸리로 59 &nbsp,1281
708,206400,엔터메이트,105802,소프트웨어 개발 및 공급업,"44,197,443","4,419,744,300","100",원(KRW),02-3461-2150,"서울특별시 서초구 남부순환로 2634-27 성원빌딩 1층, 2층",1281
709,069410,엔텔스,105802,소프트웨어 개발 및 공급업,"6,899,227","3,449,613,500","500",원(KRW),02-3218-1200,"서울특별시 강남구 학동로 401 15층(청담동, 금하빌딩)",1281
710,048830,엔피케이,032002,합성고무 및 플라스틱 물질 제조업,"18,723,923","9,361,961,500","500",원(KRW),031-730-0650,경기도 성남시 중원구  갈마치로 215 금강펜테리움IT타워 A-708,1281
711,096870,엘디티,032601,반도체 제조업,"6,678,400","3,339,200,000","500",원(KRW),041-520-7300,충청남도 천안시 서북구  한들1로 126-33 ,1281
712,061970,엘비세미콘,032601,반도체 제조업,"43,784,592","21,892,296,000","500",원(KRW),031-680-1600,경기도 평택시 청북면 청북산단로 138 ,1281
713,138690,엘아이에스,032902,특수 목적용 기계 제조업,"15,021,590","7,510,795,000","500",원(KRW),070-7162-7205,경기도 의왕시  경수대로391번길 14 (주)엘티에스 ,1281
714,066970,엘앤에프,032802,일차전지 및 축전지 제조업,"24,757,675","12,378,837,500","500",원(KRW),(053)592-7300,대구광역시 달서구  달서대로91길 120 ,1281
715,156100,엘앤케이바이오,032701,의료용 기기 제조업,"10,517,409","5,258,704,500","500",원(KRW),02-6717-1911,경기도 용인시 기흥구 동백중앙로16번길 16-25 201호 &nbsp,1281
716,073110,엘엠에스,032703,사진장비 및 광학기기 제조업,"8,895,755","4,522,877,500","500",원(KRW),031-421-2345,경기도 평택시 진위면 진위산단로 53-73 ,1281
717,083310,엘오티베큠,032902,특수 목적용 기계 제조업,"13,258,256","6,629,128,000","500",원(KRW),031-677-4431,경기도 안성시 공단1로 68 ,1281
718,037950,엘컴텍,032602,전자부품 제조업,"84,447,519","42,223,759,500","500",원(KRW),031-379-5258,경기 평택시 진위면 갈곶리 110-1 ,1281
719,170920,엘티씨,032001,기초 화학물질 제조업,"7,519,943","3,759,971,500","500",원(KRW),031-383-6525,경기도 화성시 마도면 청원산단8길 114 (경기화성바이오밸리) ,1281
720,058630,엠게임,105802,소프트웨어 개발 및 공급업,"19,543,877","9,771,938,500","500",원(KRW),02-523-5854,서울특별시 금천구  가산디지털1로 145 에이스하이엔드타워3차 ,1281
721,019590,엠벤처투자,116402,신탁업 및 집합투자업,"118,480,095","59,240,047,500","500",원(KRW),02  -6000-5537,서울특별시 강남구  테헤란로87길 36 도심공항타워 2503호,1281
722,097520,엠씨넥스,032605,영상 및 음향기기 제조업,"9,196,390","4,598,195,000","500",원(KRW),02-2025-3600,"서울특별시 금천구  디지털로9길 47 (가산동, 한신IT타워2차 11층) ",1281
723,009780,엠에스씨,031007,기타 식품 제조업,"17,600,000","8,800,000,000","500",원(KRW),055 -389 -1001,경남 양산시 웅상읍 소주리 439-13 ,1281
724,123040,엠에스오토텍,033003,자동차 신품 부품 제조업,"27,205,022","13,602,511,000","500",원(KRW),054-7701810,경상북도 경주시  내남면 포석로 16-9 ,1281
725,032790,엠젠플러스,074605,기계장비 및 관련 물품 도매업,"14,571,042","7,285,521,000","500",원(KRW),02-3412-8777,서울특별시 서초구 효령로 83 엠젠플러스빌딩 (방배동),1281
726,033160,엠케이전자,032602,전자부품 제조업,"21,807,689","10,903,844,500","500",원(KRW),031-330-1900,경기도 용인시 처인구 포곡읍 금어로 405 엠케이전자 ,1281
727,204020,엠코르셋,031401,봉제의복 제조업,"10,073,715","5,356,191,500","500",원(KRW),02-6907-8888,"서울특별시 강남구 언주로151길 7, 2층 (신사동, 주성빌) ",1281
728,259630,엠플러스,032902,특수 목적용 기계 제조업,"5,111,890","2,555,945,000","500",원(KRW),043-272-7079,충청북도 청주시 흥덕구 옥산면 오산가좌로 320 ,1281
729,115960,연우,032202,플라스틱제품 제조업,"12,398,000","6,199,000,000","500",원(KRW),032-575-8811,인천광역시 서구 가좌로84번길 13 &nbsp,1281
730,090740,연이정보통신,032602,전자부품 제조업,"16,000,000","8,000,000,000","500",원(KRW),041-620-1500,충청남도 천안시 서북구  직산읍 4산단6길 77 ,1281
731,007530,영신금속,032509,기타 금속 가공제품 제조업,"12,832,968","6,416,484,000","500",원(KRW),02  -855 -6960,경기도 평택시  포승읍 포승공단로118번길 118 ,1281
732,143540,영우디에스피,032902,특수 목적용 기계 제조업,"12,184,466","6,092,233,000","500",원(KRW),041-418-4871,충청남도 천안시 서북구 성거읍 새터길 164 -,1281
733,036180,영인프런티어,074605,기계장비 및 관련 물품 도매업,"17,600,341","8,800,170,500","500",원(KRW),02-2140-3300,"서울특별시 금천구 벚꽃로 244 1101호(가산동, 벽산디지털밸리5차)",1281
734,036560,영풍정밀,032901,일반 목적용 기계 제조업,"15,750,000","7,875,000,000","500",원(KRW),02-519-3523,서울특별시 강남구 강남대로 542 ,1281
735,265560,영화테크,033003,자동차 신품 부품 제조업,"5,345,090","2,672,545,000","500",원(KRW),041-585-2685,충청남도 아산시 둔포면 아산밸리로 132 &nbsp,1281
736,036000,예림당,105801,"서적, 잡지 및 기타 인쇄물 출판업","23,034,277","11,617,138,500","500",원(KRW),02-566-1004,서울시 성동구 아차산로 153
(성수동2가, 예림출판문화센터) ,1281
737,053280,예스24,074709,무점포 소매업,"17,200,000","8,600,000,000","500",원(KRW),02-3215-9100,서울특별시 영등포구 은행로 11 ,1281
738,122640,예스티,032902,특수 목적용 기계 제조업,"11,001,835","5,500,917,500","500",원(KRW),031-612-3337,경기도 평택시 진위면 삼남로 654 &nbsp,1281
739,900300,오가닉티코스메틱,116409,기타 금융업,"56,925,000","346,362,612","0",중국위안(CNY),86-599-8508611,"20th Floor, Alexandra House 18 Chater Road, Central Hong Kong &nbsp",1281
740,045060,오공,032004,기타 화학제품 제조업,"11,521,974","5,760,987,000","500",원(KRW),032 -822 -5050,인천광역시 남동구  함박뫼로 341 ,1281
741,080520,오디텍,032601,반도체 제조업,"11,746,609","5,873,304,500","500",원(KRW),063-263-7626,전라북도 완주군 봉동읍 완주산단5로 87 ,1281
742,039830,오로라,137302,전문디자인업,"10,762,890","5,381,445,000","500",원(KRW),02  -3420-4114,서울특별시 강남구 테헤란로 624 오로라빌딩 ,1281
743,046120,오르비텍,137209,기타 과학기술 서비스업,"23,790,573","11,895,286,500","500",원(KRW),02-852-2223,"서울특별시 금천구 범안로 1130 8층(가산동, 가산디지털엠파이어)",1281
744,014940,오리엔탈정공,033101,선박 및 보트 건조업,"41,839,480","20,919,740,000","500",원(KRW),(051)202-0101,부산광역시 강서구  녹산산단289로 6 오리엔탈정공,1281
745,065500,오리엔트정공,033003,자동차 신품 부품 제조업,"67,214,562","33,607,281,000","500",원(KRW),031-730-6707,경상북도 구미시 수출대로 9-1 26-5(공단동),1281
746,010470,오리콤,137103,광고업,"11,498,750","11,498,750,000","1,000",원(KRW),02-510-4077,서울특별시 강남구  언주로 726 두산빌딩 ,1281
747,053980,오상자이엘,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","17,747,882","8,873,941,000","500",원(KRW),032-524-0700,인천 부평구 부평동 604-15 ,1281
748,052420,오성첨단소재,032202,플라스틱제품 제조업,"49,717,899","24,920,233,500","500",원(KRW),041-583-8780,충청남도 아산시  음봉면 산동로 433-31 ,1281
749,241790,오션브릿지,032004,기타 화학제품 제조업,"9,124,980","4,562,490,000","500",원(KRW),031-8052-9030,경기도 안성시 양성면 동항공단길 49 ,1281
750,039200,오스코텍,032102,의약품 제조업,"27,250,787","13,625,393,500","500",원(KRW),031-628-7613,"경기도 성남시 분당구  대왕판교로 700 A-901(삼평동,코리아바이오파크)",1281
751,226400,오스테오닉,032701,의료용 기기 제조업,"8,458,466","4,229,233,000","500",원(KRW),02-6902-8400,서울특별시 구로구 디지털로29길 38 에이스테크노타워Ⅲ1206호 ,1281
752,031510,오스템,033003,자동차 신품 부품 제조업,"26,000,000","13,000,000,000","500",원(KRW),041 -559 -2340,충청남도 천안시 동남구 수신면 수신로 739 ,1281
753,048260,오스템임플란트,032701,의료용 기기 제조업,"14,285,717","7,142,858,500","500",원(KRW),02-2016-7000,서울 금천구 가산동426-5 월드메르디앙벤처센터2차8층 ,1281
754,138080,오이솔루션,032604,통신 및 방송 장비 제조업,"7,739,532","3,869,766,000","500",원(KRW),062-602-7631,광주광역시 북구 첨단연신로30번길 53 -,1281
755,080580,오킨스전자,032602,전자부품 제조업,"6,200,000","3,100,000,000","500",원(KRW),031-460-3500,"경기도 의왕시 오전공업길 13, 6층 (오전동, 벽산선영테크노피아) &nbsp",1281
756,067170,오텍,033004,자동차 재제조 부품 제조업,"15,391,605","7,695,802,500","500",원(KRW),02-2628-0660,충청남도 예산군  고덕면 예덕로 1033-36 ,1281
757,173130,오파스넷,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","4,025,902","2,012,951,000","500",원(KRW),02-568-6727,"서울특별시 강남구 삼성로 524, 2층(삼성동, 세화빌딩) ",1281
758,049480,오픈베이스,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","31,422,383","15,711,191,500","500",원(KRW),02  -3404-5601,"서울특별시 서초구  매헌로 16 (양재동, 하이브랜드 리빙관4층)",1281
759,226950,올릭스,137001,자연과학 및 공학 연구개발업,"6,433,321","3,216,660,500","500",원(KRW),031-779-8400,경기도 수원시 영통구 대학4로 17 에이스광교타워1 1014호 &nbsp,1281
760,057540,옴니시스템,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","40,679,015","20,339,507,500","500",원(KRW),031-883-5400,경기도 여주군  가남면 연삼로 284 ,1281
761,057680,옴니텔,105802,소프트웨어 개발 및 공급업,"21,698,640","10,849,320,000","500",원(KRW),02-2181-8000,서울특별시 동작구 여의대방로62길 1 3층,1281
762,123010,옵토팩,032602,전자부품 제조업,"4,987,409","2,493,704,500","500",원(KRW),043-218-7866,충청북도 청주시 흥덕구 옥산면 과학산업1로 114 &nbsp,1281
763,082210,옵트론텍,032703,사진장비 및 광학기기 제조업,"22,560,627","11,280,313,500","500",원(KRW),(042)360-1510,경상남도 창원시 의창구 평산로8번길 19-15 (팔용동),1281
764,109080,옵티시스,032604,통신 및 방송 장비 제조업,"5,636,000","2,818,000,000","500",원(KRW),031-719-8033,"경기도 성남시 분당구 정자일로 166 ,7층(정자동SPG Dream 빌딩) ",1281
765,052770,와이디온라인,105802,소프트웨어 개발 및 공급업,"31,423,394","15,711,697,000","500",원(KRW),02-3475-2900,서울특별시 강남구  학동로97길 20 ,1281
766,057030,와이비엠넷,168507,교육지원 서비스업,"16,312,697","8,156,348,500","500",원(KRW),(02) 2008-5200,"경기도 성남시 분당구 대왕판교로 670 유스페이스2 A동 8,9층 ",1281
767,122990,와이솔,032602,전자부품 제조업,"24,096,941","12,048,470,500","500",원(KRW),070-7837-6240,경기도 오산시 가장로 531-7(가장동) ,1281
768,232140,와이아이케이,032902,특수 목적용 기계 제조업,"61,788,456","6,178,845,600","100",원(KRW),031-8038-8200,"경기도 성남시 분당구 판교로255번길 28 (삼평동, 디에이치케이솔루션빌딩 7층)",1281
769,067900,와이엔텍,053802,폐기물 처리업,"18,199,659","9,099,829,500","500",원(KRW),061-690-6933,전라남도 여수시  여수산단로 1232 ,1281
770,155650,와이엠씨,032602,전자부품 제조업,"19,593,039","9,796,519,500","500",원(KRW),041-538-5200,충청남도 아산시  둔포면 아산밸리중앙로 154-25 ,1281
771,251370,와이엠티,032001,기초 화학물질 제조업,"7,405,200","3,702,600,000","500",원(KRW),032-821-8277,"인천광역시 남동구 남동동로153번길 30(고잔동, 남동공단) ",1281
